,104.39,2000,104.39,57.9,104.39,1.79,103.53,14.5,103.53,13.5,103.67,13.912,103.67,28.0,103.83,27859,103.83,118,103.97,92.0,104.12,1150.0,104.25,100.9,
,105.45,2040,105.45,58.6,105.45,1.53,104.55,14.5,104.55,13.5,104.69,13.818,104.69,28.0,104.85,29602,104.85,118,104.97,92.0,105.15,1150.0,105.31,100.9,
,106.50,2040,106.50,58.6,106.50,1.79,105.59,14.9,105.59,13.5,105.74,14.100,105.74,28.0,105.92,31455,105.92,120,106.06,92.0,106.19,1150.0,106.35,102.8,
,107.51,2040,107.51,58.6,107.51,1.79,106.64,14.9,106.64,13.5,106.78,14.100,106.78,28.0,106.95,484,106.95,120,107.07,93.0,107.22,1150.0,107.36,100.9,
,108.55,2040,108.55,57.9,108.55,1.53,107.66,14.9,107.66,13.5,107.81,13.912,107.81,28.0,107.96,2220,107.96,120,108.10,93.0,108.27,1160.0,108.42,100.9,
,109.59,2080,109.59,58.6,109.59,1.79,108.71,14.5,108.71,13.5,108.86,14.100,108.86,27.0,108.99,4049,108.99,120,109.13,94.0,109.31,1150.0,109.45,100.9,
,110.63,2080,110.63,58.6,110.63,1.79,109.73,14.9,109.73,13.5,109.91,14.006,109.91,27.0,110.06,5906,110.06,120,110.19,94.0,110.33,1160.0,110.49,100.9,
,111.67,2080,111.67,58.6,111.67,1.79,110.77,14.9,110.77,13.5,110.91,14.006,110.91,27.0,111.07,7699,111.07,122,111.23,95.0,111.37,1160.0,111.51,102.8,
,112.72,2080,112.72,57.1,112.72,1.79,111.82,14.9,111.82,13.5,111.96,13.912,111.96,27.0,112.09,9553,112.09,122,112.25,95.0,112.43,1160.0,112.57,100.9,
,113.77,2120,113.77,57.1,113.77,1.53,112.88,14.9,112.88,14.3,113.02,14.100,113.02,27.0,113.17,11441,113.17,124,113.30,96.0,113.48,1160.0,113.63,98.9,
,114.82,2120,114.82,58.6,114.82,1.53,113.92,14.9,113.92,14.3,114.08,14.100,114.08,27.0,114.24,13351,114.24,124,114.38,97.0,114.52,1160.0,114.68,100.9,
,115.85,2160,115.85,57.9,115.85,1.79,114.96,14.9,114.96,13.5,115.10,13.912,115.10,27.0,115.28,15205,115.28,124,115.41,97.0,115.55,1160.0,115.69,98.9,
,116.86,2160,116.86,56.4,116.86,1.53,115.99,14.5,115.99,13.5,116.13,14.100,116.13,27.0,116.26,17017,116.26,124,116.43,98.0,116.58,1160.0,116.72,98.9,
,117.88,2160,117.88,57.1,117.88,1.53,117.02,14.5,117.02,14.3,117.16,14.100,117.16,27.0,117.30,18858,117.30,124,117.43,98.0,117.59,1160.0,117.74,98.9,
,118.92,2160,118.92,58.6,118.92,1.79,118.02,14.9,118.02,14.3,118.18,14.100,118.18,27.0,118.32,20699,118.32,124,118.46,99.0,118.60,1170.0,118.76,100.9,
,119.98,2200,119.98,56.4,119.98,1.79,119.07,14.9,119.07,14.3,119.21,14.100,119.21,27.0,119.37,22618,119.37,124,119.52,99.0,119.68,1170.0,119.82,97.0,
,121.00,2200,121.00,56.4,121.00,1.53,120.12,14.5,120.12,14.3,120.26,14.006,120.26,27.0,120.40,24487,120.40,126,120.56,100.0,120.72,1170.0,120.85,97.0,
,122.06,2200,122.06,57.1,122.06,1.53,121.17,14.5,121.17,14.3,121.31,14.100,121.31,26.0,121.45,26382,121.45,126,121.59,100.0,121.75,1170.0,121.91,97.0,
,123.09,2200,123.09,56.4,123.09,1.79,122.20,14.5,122.20,14.3,122.36,14.006,122.36,26.0,122.51,28323,122.51,128,122.65,101.0,122.80,1170.0,122.95,97.0,
,124.13,2200,124.13,56.4,124.13,1.53,123.23,14.5,123.23,14.3,123.37,14.006,123.37,26.0,123.53,30190,123.53,128,123.68,101.0,123.82,1170.0,123.95,97.0,
,125.19,2240,125.19,55.6,125.19,1.53,124.28,14.5,124.28,14.3,124.42,14.100,124.42,26.0,124.56,32061,124.56,126,124.72,102.0,124.89,1170.0,125.04,97.0,
,126.26,2240,126.26,55.6,126.26,1.79,125.35,14.5,125.35,14.3,125.50,14.006,125.50,26.0,125.65,1296,125.65,126,125.78,102.0,125.96,1170.0,126.12,95.1,
,127.34,2240,127.34,55.6,127.35,1.53,126.40,14.9,126.40,15.0,126.55,14.100,126.56,26.0,126.72,3277,126.73,126,126.87,102.0,127.03,1170.0,127.21,95.1,
,128.43,2240,128.43,55.6,128.43,1.53,127.50,14.9,127.50,15.0,127.65,14.100,127.65,26.0,127.80,5237,127.80,128,127.98,102.0,128.11,1170.0,128.27,98.9,
,129.47,2240,129.47,55.6,129.47,1.79,128.58,14.9,128.58,15.0,128.72,14.006,128.72,26.0,128.86,7234,128.86,128,129.02,102.0,129.16,1170.0,129.32,98.9,
,130.51,2240,130.51,56.4,130.51,1.53,129.63,14.5,129.63,15.0,129.77,14.006,129.77,25.0,129.91,9183,129.91,128,130.07,102.0,130.21,1170.0,130.36,97.0,
,131.53,2240,131.53,55.6,131.53,1.79,130.64,14.9,130.64,15.0,130.80,13.818,130.80,25.0,130.94,11051,130.94,128,131.10,102.0,131.22,1170.0,131.40,97.0,
,132.55,2240,132.55,56.4,132.55,1.53,131.67,14.9,131.67,15.0,131.81,14.100,131.81,25.0,131.97,12997,131.97,128,132.11,102.0,132.25,1170.0,132.41,97.0,
,133.55,2200,133.55,56.4,133.55,1.53,132.69,14.9,132.69,14.3,132.83,14.006,132.83,25.0,132.97,14831,132.97,128,133.13,102.0,133.27,1180.0,133.41,97.0,
,134.61,2200,134.61,57.1,134.61,1.79,133.71,14.5,133.71,14.3,133.86,14.100,133.86,25.0,134.00,16707,134.00,128,134.15,101.0,134.32,1170.0,134.49,97.0,
,135.67,2200,135.67,56.4,135.67,1.53,134.77,14.9,134.77,13.5,134.93,13.912,134.93,25.0,135.08,18713,135.08,128,135.22,101.0,135.36,1170.0,135.54,97.0,
,136.71,2200,136.71,56.4,136.71,1.53,135.81,14.9,135.81,13.5,135.96,14.006,135.96,25.0,136.12,20596,136.12,128,136.27,100.0,136.41,1180.0,136.57,98.9,
,137.70,2160,137.70,57.1,137.70,1.53,136.85,14.5,136.85,14.3,136.99,14.100,136.99,25.0,137.13,22465,137.13,130,137.29,100.0,137.43,1170.0,137.57,98.9,
,138.73,2160,138.73,57.9,138.73,1.79,137.86,14.5,137.86,13.5,138.00,14.100,138.00,25.0,138.14,24315,138.14,130,138.28,99.0,138.44,1170.0,138.59,98.9,
,139.79,2120,139.79,57.1,139.79,1.53,138.89,14.9,138.89,13.5,139.03,13.912,139.03,25.0,139.19,26231,139.19,128,139.34,98.0,139.48,1170.0,139.64,98.9,
,140.84,2120,140.84,58.6,140.84,1.79,139.96,14.9,139.96,13.5,140.09,14.100,140.09,25.0,140.25,28145,140.25,128,140.40,97.0,140.54,1170.0,140.68,100.9,
,141.85,2080,141.85,59.4,141.85,1.79,141.00,14.9,141.00,13.5,141.13,14.100,141.13,24.0,141.26,29970,141.26,128,141.42,96.0,141.57,1170.0,141.71,100.9,
,142.90,2080,142.90,58.6,142.90,1.79,142.03,14.9,142.03,13.5,142.16,14.100,142.16,24.0,142.31,31867,142.31,126,142.46,95.0,142.62,1170.0,142.76,102.8,
,143.97,2040,143.97,59.4,143.97,1.79,143.04,14.9,143.04,13.5,143.20,14.100,143.20,24.0,143.36,952,143.36,126,143.51,94.0,143.65,1170.0,143.81,102.8,
,145.07,2000,145.07,60.2,145.07,1.79,144.14,14.9,144.14,13.5,144.29,14.100,144.29,24.0,144.46,2862,144.46,124,144.63,93.0,144.75,1160.0,144.91,104.8,
,146.11,2160,146.11,62.4,146.11,1.79,145.22,15.3,145.22,13.5,145.36,14.100,145.36,24.0,145.50,4739,145.50,124,145.66,92.0,145.80,1170.0,145.95,108.6,
,147.16,2360,147.16,61.7,147.16,1.79,146.26,16.5,146.26,14.3,146.43,13.912,146.43,24.0,146.56,6728,146.56,124,146.71,91.0,146.86,1220.0,147.01,108.6,
,148.19,2360,148.19,66.2,148.19,2.04,147.30,16.1,147.30,14.3,147.46,14.100,147.46,24.0,147.61,9032,147.61,124,147.76,90.0,147.88,1230.0,148.05,114.5,
,149.27,2320,149.27,72.9,149.27,2.04,148.34,17.3,148.34,13.5,148.48,14.006,148.48,24.0,148.66,11360,148.66,154,148.81,90.0,148.96,1270.0,149.10,133.9,
,150.34,2320,150.34,76.7,150.34,2.04,149.42,18.0,149.42,12.0,149.57,13.912,149.57,23.0,149.69,13933,149.69,154,149.87,89.0,150.03,1290.0,150.18,133.9,
,151.41,2320,151.41,79.7,151.41,2.29,150.49,19.2,150.49,11.3,150.65,14.100,150.65,23.0,150.79,16714,150.79,154,150.94,89.0,151.10,1300.0,151.25,143.6,
,152.47,2320,152.47,80.5,152.47,2.29,151.55,19.6,151.55,11.3,151.71,14.100,151.71,22.0,151.87,19687,151.87,176,152.01,89.0,152.18,1310.0,152.33,147.4,
,153.49,2320,153.49,82.7,153.49,2.29,152.62,20.0,152.62,10.5,152.76,14.100,152.76,21.0,152.91,22540,152.91,176,153.05,89.0,153.21,1280.0,153.33,151.3,
